transaction_id,account_id,merchant_id,amount,currency,timestamp,channel,status,location,country,is_fraud,fraud_pattern
T00267,A0133,M0028,25.15,AUD,2024-05-23T06:14:03.347523,online,completed,Brisbane,AU,False,
T00268,A0130,M0013,83.46,AUD,2024-03-23T14:48:46.836016,atm,completed,Perth,AU,False,
T00269,A0071,M0012,127.2,AUD,2024-04-25T00:13:12.758252,online,completed,Brisbane,AU,False,
T00270,A0062,M0012,31.76,AUD,2024-06-22T20:30:01.883698,mobile,completed,Brisbane,AU,False,
T00271,A0090,M0012,171.95,AUD,2024-02-21T14:20:28.936437,mobile,completed,Brisbane,AU,False,
T00272,A0147,M0025,84.89,AUD,2024-02-18T16:53:56.646040,mobile,completed,New York,US,False,
T00273,A0003,M0016,365.92,AUD,2024-04-18T19:21:38.278614,online,completed,New York,US,False,
T00274,A0079,M0023,25.75,AUD,2024-03-04T02:47:33.941897,atm,completed,Perth,AU,False,
T00275,A0078,M0022,37.07,AUD,2024-04-15T19:00:43.937922,online,completed,London,UK,False,
T00276,A0096,M0018,71.94,AUD,2024-02-24T00:34:45.925120,online,completed,Singapore,SG,False,
T00277,A0087,M0009,267.64,AUD,2024-02-17T06:25:19.804918,atm,completed,Singapore,SG,False,
T00278,A0133,M0025,18.79,AUD,2024-06-04T04:10:40.526251,wire,completed,New York,US,False,
T00279,A0082,M0022,32.86,AUD,2024-06-13T03:37:25.779336,mobile,completed,London,UK,False,
T00280,A0010,M0019,90.1,AUD,2024-02-04T08:59:29.244577,pos,completed,New York,US,False,
T00281,A0122,M0030,136.2,AUD,2024-02-24T08:02:46.806807,pos,completed,Perth,AU,False,
T00282,A0143,M0006,14.85,AUD,2024-05-14T02:33:05.993911,wire,completed,Singapore,SG,False,
T00283,A0047,M0022,357.98,AUD,2024-02-10T05:28:09.314443,pos,completed,London,UK,False,
T00284,A0079,M0014,80.39,AUD,2024-02-17T03:52:09.546969,atm,completed,Lagos,NG,False,
T00285,A0031,M0016,51.21,AUD,2024-03-26T11:19:20.281339,pos,completed,New York,US,False,
T00286,A0098,M0017,21.35,AUD,2024-06-03T14:49:03.225476,pos,reversed,London,UK,False,
T00287,A0088,M0014,82.29,AUD,2024-01-15T15:02:42.044425,atm,completed,Lagos,NG,False,
T00288,A0046,M0011,4.7,AUD,2024-01-31T12:25:24.263746,pos,completed,New York,US,False,
T00289,A0023,M0005,62.99,AUD,2024-03-14T00:20:28.603855,mobile,completed,Melbourne,AU,False,
T00290,A0010,M0018,12.34,AUD,2024-01-03T13:09:03.613463,atm,completed,Singapore,SG,False,
T00291,A0136,M0007,61.65,AUD,2024-06-07T17:37:24.339248,atm,completed,Singapore,SG,False,
T00292,A0099,M0017,41.23,AUD,2024-05-29T02:46:39.345980,atm,pending,London,UK,False,
T00293,A0117,M0024,36.15,AUD,2024-03-19T11:50:30.333389,pos,completed,Brisbane,AU,False,
T00294,A0126,M0012,61.35,AUD,2024-06-13T03:32:54.823291,mobile,completed,Brisbane,AU,False,
T00295,A0058,M0024,4.54,AUD,2024-01-23T07:00:56.335414,online,completed,Brisbane,AU,False,
T00296,A0066,M0025,35.7,AUD,2024-06-29T00:53:27.366023,online,completed,New York,US,False,
T00297,A0006,M0002,64.7,AUD,2024-03-09T19:49:20.446167,wire,completed,Singapore,SG,False,
T00298,A0040,M0007,98.19,AUD,2024-02-24T12:02:59.566069,online,completed,Singapore,SG,False,
T00299,A0070,M0020,42.61,AUD,2024-05-30T08:21:19.503812,online,completed,Sydney,AU,False,
T00300,A0031,M0010,15.25,AUD,2024-02-17T14:26:44.049934,wire,reversed,Sydney,AU,False,
T00301,A0092,M0023,26.54,AUD,2024-04-09T05:06:53.242690,pos,completed,Perth,AU,False,
T00302,A0124,M0011,44.78,AUD,2024-06-20T20:23:36.572409,wire,completed,New York,US,False,
T00303,A0026,M0029,17.23,AUD,2024-06-27T22:45:53.291560,atm,completed,New York,US,False,
T00304,A0013,M0004,102.87,AUD,2024-05-02T11:52:25.734172,mobile,completed,Sydney,AU,False,
T00305,A0025,M0028,285.01,AUD,2024-01-31T20:42:19.182572,atm,failed,Brisbane,AU,False,
T00306,A0069,M0029,71.15,AUD,2024-03-03T00:47:15.027616,online,completed,New York,US,False,
T00307,A0117,M0009,307.56,AUD,2024-03-27T13:29:46.779573,mobile,completed,Singapore,SG,False,
T00308,A0043,M0004,30.49,AUD,2024-03-20T07:22:45.209718,wire,completed,Sydney,AU,False,
T00309,A0092,M0020,8.55,AUD,2024-01-09T07:42:13.613217,atm,completed,Sydney,AU,False,
T00310,A0004,M0023,163.32,AUD,2024-05-14T14:18:06.626627,wire,completed,Perth,AU,False,
T00311,A0087,M0017,38.82,AUD,2024-01-18T05:43:54.657963,pos,completed,London,UK,False,
T00312,A0099,M0005,160.82,AUD,2024-06-27T18:58:00.544670,online,completed,Melbourne,AU,False,
T00313,A0041,M0017,32.37,AUD,2024-06-24T14:18:36.330894,online,completed,London,UK,False,
T00314,A0141,M0021,8.45,AUD,2024-01-15T06:26:24.388652,mobile,completed,Sydney,AU,False,
T00315,A0115,M0003,124.91,AUD,2024-01-22T11:39:45.235156,mobile,completed,New York,US,False,
T00316,A0005,M0004,26.95,AUD,2024-04-09T09:17:06.512738,online,completed,Sydney,AU,False,
T00317,A0078,M0029,33.84,AUD,2024-05-01T12:53:04.799993,atm,completed,New York,US,False,
T00318,A0014,M0027,11.64,AUD,2024-04-11T09:17:42.976107,wire,completed,New York,US,False,
T00319,A0094,M0023,29.72,AUD,2024-04-29T06:18:22.113120,online,completed,Perth,AU,False,
T00320,A0075,M0018,38.55,AUD,2024-01-09T06:51:36.393157,pos,completed,Singapore,SG,False,
T00321,A0105,M0004,17.65,AUD,2024-01-22T20:31:11.233915,mobile,completed,Sydney,AU,False,
T00322,A0049,M0023,8.38,AUD,2024-01-09T09:59:51.259680,wire,completed,Perth,AU,False,
T00323,A0116,M0015,7.38,AUD,2024-04-05T23:54:09.812242,online,completed,Lagos,NG,False,
T00324,A0111,M0027,335.96,AUD,2024-05-21T09:01:04.883965,pos,completed,New York,US,False,
T00325,A0045,M0024,68.3,AUD,2024-04-29T00:16:29.091202,wire,failed,Brisbane,AU,False,
T00326,A0130,M0029,194.45,AUD,2024-01-25T03:22:02.042162,mobile,completed,New York,US,False,
T00327,A0132,M0010,157.88,AUD,2024-02-26T19:37:42.577961,wire,completed,Sydney,AU,False,
T00328,A0052,M0007,47.48,AUD,2024-03-03T11:57:19.135524,pos,reversed,Singapore,SG,False,
T00329,A0046,M0017,42.14,AUD,2024-05-08T13:46:20.088114,atm,completed,London,UK,False,
T00330,A0150,M0019,972.36,AUD,2024-04-06T15:16:25.605438,mobile,completed,New York,US,False,
T00331,A0134,M0004,51.32,AUD,2024-05-15T18:48:13.395970,pos,reversed,Sydney,AU,False,
T00332,A0065,M0005,316.74,AUD,2024-02-23T10:05:26.226734,wire,completed,Melbourne,AU,False,
T00333,A0116,M0004,69.18,AUD,2024-04-11T16:49:42.123887,pos,completed,Sydney,AU,False,
T00334,A0144,M0013,2.71,AUD,2024-05-24T14:04:54.094133,atm,completed,Perth,AU,False,
T00335,A0013,M0030,21.81,AUD,2024-05-22T15:33:23.351756,atm,reversed,Perth,AU,False,
T00336,A0014,M0001,62.14,AUD,2024-06-06T06:17:03.235068,mobile,completed,Singapore,SG,False,
T00337,A0095,M0025,66.4,AUD,2024-02-05T13:27:42.088204,pos,completed,New York,US,False,
T00338,A0046,M0022,57.37,AUD,2024-01-08T08:30:54.388907,atm,completed,London,UK,False,
T00339,A0034,M0006,41.77,AUD,2024-02-29T19:57:53.115467,pos,completed,Singapore,SG,False,
T00340,A0083,M0020,66.95,AUD,2024-03-29T18:57:11.838138,wire,completed,Sydney,AU,False,
T00341,A0019,M0026,81.52,AUD,2024-06-22T05:09:16.723346,wire,completed,Singapore,SG,False,
T00342,A0130,M0006,22.79,AUD,2024-01-17T15:24:41.350721,pos,failed,Singapore,SG,False,
T00343,A0085,M0011,22.95,AUD,2024-05-16T05:32:10.735529,wire,completed,New York,US,False,
T00344,A0144,M0027,145.48,AUD,2024-01-21T18:21:07.764809,atm,completed,New York,US,False,
T00345,A0063,M0002,57.59,AUD,2024-06-14T18:48:37.717983,online,completed,Singapore,SG,False,
T00346,A0139,M0024,95.67,AUD,2024-05-25T07:26:09.267850,mobile,completed,Brisbane,AU,False,
T00347,A0076,M0029,52.4,AUD,2024-01-15T21:42:31.054762,online,completed,New York,US,False,
T00348,A0138,M0018,155.82,AUD,2024-06-05T13:20:47.461976,mobile,completed,Singapore,SG,False,
T00349,A0053,M0018,79.83,AUD,2024-05-27T19:58:51.197752,online,completed,Singapore,SG,False,
T00350,A0040,M0001,29.21,AUD,2024-01-16T20:11:26.810254,online,completed,Singapore,SG,False,
T00351,A0065,M0018,138.14,AUD,2024-03-22T15:41:23.579895,mobile,completed,Singapore,SG,False,
T00352,A0005,M0013,71.3,AUD,2024-04-26T02:20:25.478578,wire,completed,Perth,AU,False,
T00353,A0150,M0002,51.72,AUD,2024-06-16T23:26:21.936201,online,completed,Singapore,SG,False,
T00354,A0078,M0020,26.79,AUD,2024-04-29T14:10:53.142085,mobile,completed,Sydney,AU,False,
T00355,A0057,M0005,403.23,AUD,2024-06-02T18:05:11.583280,atm,reversed,Melbourne,AU,False,
T00356,A0037,M0010,312.24,AUD,2024-03-08T12:52:44.244217,online,completed,Sydney,AU,False,
T00357,A0143,M0005,50.9,AUD,2024-06-20T09:40:42.480517,atm,completed,Melbourne,AU,False,
T00358,A0089,M0007,19.93,AUD,2024-04-02T18:31:44.058413,pos,completed,Singapore,SG,False,
T00359,A0065,M0007,2.97,AUD,2024-04-12T16:19:09.291323,online,failed,Singapore,SG,False,
T00360,A0141,M0015,45.67,AUD,2024-05-01T13:48:02.599764,atm,completed,Lagos,NG,False,
T00361,A0149,M0016,140.61,AUD,2024-05-01T12:06:28.575895,pos,completed,New York,US,False,
T00362,A0018,M0029,9.71,AUD,2024-02-29T10:20:07.309629,atm,completed,New York,US,False,
T00363,A0040,M0019,67.75,AUD,2024-06-22T12:24:51.684702,pos,completed,New York,US,False,
T00364,A0064,M0026,3.66,AUD,2024-03-19T22:31:22.595137,atm,completed,Singapore,SG,False,
T00365,A0085,M0029,30.74,AUD,2024-05-20T05:35:15.651127,mobile,completed,New York,US,False,
T00366,A0045,M0021,132.62,AUD,2024-06-04T10:15:07.628151,pos,failed,Sydney,AU,False,
T00367,A0051,M0009,120.02,AUD,2024-05-11T15:56:08.862450,online,completed,Singapore,SG,False,
T00368,A0008,M0027,43.97,AUD,2024-04-16T19:07:03.859090,online,completed,New York,US,False,
T00369,A0140,M0029,80.91,AUD,2024-02-10T10:02:38.678209,wire,completed,New York,US,False,
T00370,A0075,M0005,28.55,AUD,2024-03-12T19:38:05.009389,wire,completed,Melbourne,AU,False,
T00371,A0062,M0028,157.83,AUD,2024-01-26T09:46:13.040049,pos,completed,Brisbane,AU,False,
T00372,A0145,M0022,81.24,AUD,2024-05-12T11:49:38.777549,atm,completed,London,UK,False,
T00373,A0125,M0008,7.95,AUD,2024-01-08T17:57:35.521211,pos,completed,Melbourne,AU,False,
T00374,A0093,M0013,29.53,AUD,2024-01-09T09:43:27.535386,atm,completed,Perth,AU,False,
T00375,A0134,M0021,11.37,AUD,2024-02-01T11:12:12.969516,mobile,completed,Sydney,AU,False,
T00376,A0020,M0017,12.68,AUD,2024-05-27T22:04:35.429429,atm,completed,London,UK,False,
T00377,A0124,M0029,50.94,AUD,2024-01-26T03:40:41.973395,pos,completed,New York,US,False,
T00378,A0132,M0021,19.47,AUD,2024-01-29T11:33:37.224316,wire,completed,Sydney,AU,False,
T00379,A0031,M0022,1.75,AUD,2024-05-10T08:47:26.095750,mobile,completed,London,UK,False,
T00380,A0123,M0007,56.25,AUD,2024-03-15T08:56:46.161301,pos,completed,Singapore,SG,False,
T00381,A0147,M0019,5.04,AUD,2024-01-08T02:14:42.426961,wire,completed,New York,US,False,
T00382,A0043,M0009,200.18,AUD,2024-03-14T09:18:08.059427,wire,completed,Singapore,SG,False,
T00383,A0073,M0003,7.52,AUD,2024-03-26T07:49:12.173340,mobile,completed,New York,US,False,
T00384,A0106,M0020,5.68,AUD,2024-05-18T21:58:37.377612,wire,completed,Sydney,AU,False,
T00385,A0068,M0006,66.83,AUD,2024-03-23T01:52:27.517759,wire,completed,Singapore,SG,False,
T00386,A0097,M0013,55.46,AUD,2024-05-03T20:53:37.891420,pos,completed,Perth,AU,False,
T00387,A0046,M0016,261.37,AUD,2024-06-07T20:57:26.850080,wire,completed,New York,US,False,
T00388,A0031,M0003,31.75,AUD,2024-04-19T05:29:37.979457,online,failed,New York,US,False,
T00389,A0111,M0017,8.99,AUD,2024-05-06T06:33:37.275172,mobile,completed,London,UK,False,
T00390,A0124,M0026,77.6,AUD,2024-05-25T15:16:25.654645,wire,completed,Singapore,SG,False,
T00391,A0035,M0009,31.15,AUD,2024-06-04T11:43:38.302598,atm,completed,Singapore,SG,False,
T00392,A0140,M0014,36.47,AUD,2024-03-08T21:07:47.302055,pos,completed,Lagos,NG,False,
T00393,A0081,M0014,23.68,AUD,2024-04-27T22:26:45.098431,atm,completed,Lagos,NG,False,
T00394,A0138,M0014,46.67,AUD,2024-06-28T12:22:24.386151,mobile,completed,Lagos,NG,False,
T00395,A0106,M0018,102.4,AUD,2024-03-08T00:12:18.492520,wire,completed,Singapore,SG,False,
T00396,A0079,M0019,11.16,AUD,2024-05-13T04:14:19.962767,online,completed,New York,US,False,
T00397,A0115,M0026,54.03,AUD,2024-02-08T19:36:22.200629,mobile,completed,Singapore,SG,False,
T00398,A0141,M0020,132.1,AUD,2024-01-30T02:14:45.282029,online,completed,Sydney,AU,False,
T00399,A0038,M0016,156.45,AUD,2024-01-12T14:21:55.808886,pos,completed,New York,US,False,
T00400,A0010,M0024,54.04,AUD,2024-05-08T19:12:56.638598,wire,completed,Brisbane,AU,False,
T00401,A0045,M0021,32.73,AUD,2024-06-02T22:51:56.923790,wire,completed,Sydney,AU,False,
T00402,A0009,M0026,50.56,AUD,2024-02-11T22:22:43.341318,pos,completed,Singapore,SG,False,
T00403,A0093,M0008,10.23,AUD,2024-03-13T07:08:23.817075,mobile,completed,Melbourne,AU,False,
T00404,A0052,M0017,224.95,AUD,2024-05-11T10:20:47.597887,wire,pending,London,UK,False,
T00405,A0090,M0012,123.75,AUD,2024-04-19T18:02:33.519546,pos,completed,Brisbane,AU,False,
T00406,A0104,M0019,34.09,AUD,2024-04-01T01:46:00.689545,atm,pending,New York,US,False,
T00407,A0132,M0009,54.83,AUD,2024-06-23T20:32:41.637373,wire,completed,Singapore,SG,False,
T00408,A0063,M0025,7.61,AUD,2024-05-03T08:50:50.138176,wire,failed,New York,US,False,
T00409,A0124,M0004,14.77,AUD,2024-05-22T17:55:18.281761,pos,completed,Sydney,AU,False,
T00410,A0059,M0026,34.27,AUD,2024-05-30T14:58:37.499327,pos,completed,Singapore,SG,False,
T00411,A0103,M0022,72.12,AUD,2024-04-10T08:58:18.240798,pos,completed,London,UK,False,
T00412,A0091,M0007,100.54,AUD,2024-06-20T10:16:51.836778,pos,completed,Singapore,SG,False,
T00413,A0052,M0008,15.53,AUD,2024-02-15T04:40:37.074236,wire,completed,Melbourne,AU,False,
T00414,A0028,M0004,79.14,AUD,2024-05-18T07:52:36.694879,wire,reversed,Sydney,AU,False,
T00415,A0124,M0012,54.02,AUD,2024-06-27T08:24:34.612507,wire,failed,Brisbane,AU,False,
T00416,A0126,M0006,18.51,AUD,2024-04-14T09:02:00.850175,online,completed,Singapore,SG,False,
T00417,A0109,M0016,3.48,AUD,2024-05-20T10:31:36.548349,mobile,reversed,New York,US,False,
T00418,A0133,M0015,59.0,AUD,2024-01-19T05:38:54.804306,atm,completed,Lagos,NG,False,
T00419,A0067,M0006,37.75,AUD,2024-03-26T07:31:27.351926,wire,completed,Singapore,SG,False,
T00420,A0048,M0016,25.29,AUD,2024-05-16T03:32:18.226067,atm,failed,New York,US,False,
T00421,A0072,M0015,15.51,AUD,2024-04-14T05:40:40.856446,pos,completed,Lagos,NG,False,
T00422,A0070,M0026,12.71,AUD,2024-03-09T22:33:26.684689,pos,completed,Singapore,SG,False,
T00423,A0039,M0016,71.11,AUD,2024-03-31T10:15:10.643868,wire,completed,New York,US,False,
T00424,A0081,M0026,31.92,AUD,2024-06-04T09:19:57.402334,online,completed,Singapore,SG,False,
T00425,A0042,M0002,15.1,AUD,2024-05-31T20:29:35.173047,online,completed,Singapore,SG,False,
T00426,A0086,M0009,17.27,AUD,2024-06-17T15:55:58.213843,atm,completed,Singapore,SG,False,
T00427,A0106,M0004,12.72,AUD,2024-04-19T14:37:20.224965,wire,completed,Sydney,AU,False,
T00428,A0138,M0006,131.56,AUD,2024-02-28T20:11:31.939232,wire,completed,Singapore,SG,False,
T00429,A0115,M0029,3.5,AUD,2024-03-24T22:32:20.539388,pos,failed,New York,US,False,
T00430,A0087,M0014,62.23,AUD,2024-06-02T15:37:29.831888,online,completed,Lagos,NG,False,
T00431,A0088,M0008,10.95,AUD,2024-05-08T14:07:23.013647,wire,completed,Melbourne,AU,False,
T00432,A0070,M0029,14.49,AUD,2024-03-06T17:35:17.037772,wire,completed,New York,US,False,
T00433,A0116,M0014,12.08,AUD,2024-02-15T13:09:16.601212,online,completed,Lagos,NG,False,
T00434,A0102,M0004,31.24,AUD,2024-05-19T12:56:09.660811,wire,completed,Sydney,AU,False,
T00435,A0022,M0004,18.56,AUD,2024-04-28T12:35:35.313217,mobile,completed,Sydney,AU,False,
T00436,A0064,M0024,10.08,AUD,2024-01-24T18:16:03.966827,pos,completed,Brisbane,AU,False,
T00437,A0092,M0028,19.63,AUD,2024-06-18T05:01:16.648719,wire,completed,Brisbane,AU,False,
T00438,A0139,M0006,46.72,AUD,2024-05-15T13:16:19.190025,wire,completed,Singapore,SG,False,
T00439,A0137,M0010,168.01,AUD,2024-02-11T02:38:45.468769,online,completed,Sydney,AU,False,
T00440,A0094,M0014,16.28,AUD,2024-01-01T00:24:04.149862,pos,completed,Lagos,NG,False,
T00441,A0121,M0018,192.39,AUD,2024-01-02T15:40:19.245215,mobile,completed,Singapore,SG,False,
T00442,A0060,M0026,6.56,AUD,2024-03-15T12:34:50.214804,wire,completed,Singapore,SG,False,
T00443,A0064,M0006,115.57,AUD,2024-05-29T22:41:10.539261,pos,completed,Singapore,SG,False,
T00444,A0109,M0021,3.4,AUD,2024-06-13T16:50:30.942745,atm,completed,Sydney,AU,False,
T00445,A0137,M0026,18.43,AUD,2024-01-13T09:24:26.678033,pos,completed,Singapore,SG,False,
T00446,A0117,M0020,23.94,AUD,2024-03-30T01:13:50.465763,atm,completed,Sydney,AU,False,
T00447,A0013,M0018,19.83,AUD,2024-03-20T08:28:54.711775,online,completed,Singapore,SG,False,
T00448,A0039,M0001,32.46,AUD,2024-02-26T09:29:20.833879,mobile,reversed,Singapore,SG,False,
T00449,A0119,M0023,81.11,AUD,2024-06-01T16:21:54.446474,pos,completed,Perth,AU,False,
T00450,A0101,M0003,36.92,AUD,2024-06-11T02:54:58.902502,atm,completed,New York,US,False,
T00451,A0004,M0004,3.19,AUD,2024-01-18T00:09:48.817616,pos,completed,Sydney,AU,False,
T00452,A0080,M0030,12.4,AUD,2024-01-08T15:15:20.222437,wire,completed,Perth,AU,False,
T00453,A0065,M0016,47.27,AUD,2024-06-09T15:23:06.137999,pos,reversed,New York,US,False,
T00454,A0061,M0021,28.86,AUD,2024-05-23T18:49:54.789774,wire,completed,Sydney,AU,False,
T00455,A0063,M0001,116.78,AUD,2024-01-29T01:17:05.992513,online,completed,Singapore,SG,False,
T00456,A0128,M0003,59.06,AUD,2024-06-24T12:10:01.246839,online,completed,New York,US,False,
T00457,A0040,M0023,36.01,AUD,2024-03-29T07:11:22.124664,atm,reversed,Perth,AU,False,
T00458,A0089,M0026,6.8,AUD,2024-05-11T02:47:23.790470,atm,failed,Singapore,SG,False,
T00459,A0125,M0023,27.59,AUD,2024-05-06T03:55:55.540492,pos,completed,Perth,AU,False,
T00460,A0140,M0012,16.73,AUD,2024-06-06T01:07:22.917986,wire,pending,Brisbane,AU,False,
T00461,A0142,M0006,18.71,AUD,2024-03-07T10:44:15.357220,online,completed,Singapore,SG,False,
T00462,A0130,M0013,48.79,AUD,2024-04-22T06:08:13.656849,atm,completed,Perth,AU,False,
T00463,A0138,M0027,20.36,AUD,2024-03-31T01:21:12.777012,wire,completed,New York,US,False,
T00464,A0073,M0011,25.18,AUD,2024-01-18T10:08:14.478986,online,completed,New York,US,False,
T00465,A0034,M0006,86.8,AUD,2024-03-28T20:26:54.699922,online,completed,Singapore,SG,False,
T00466,A0100,M0022,31.34,AUD,2024-04-16T20:16:01.783499,online,completed,London,UK,False,
T00467,A0019,M0001,101.42,AUD,2024-03-29T22:39:55.793536,online,completed,Singapore,SG,False,
T00468,A0016,M0012,229.08,AUD,2024-03-16T06:54:02.565256,atm,completed,Brisbane,AU,False,
T00469,A0015,M0027,55.21,AUD,2024-05-12T21:48:02.409787,atm,completed,New York,US,False,
T00470,A0056,M0017,35.89,AUD,2024-04-05T05:46:41.313619,pos,completed,London,UK,False,
T00471,A0046,M0018,79.61,AUD,2024-01-20T02:21:12.982212,wire,completed,Singapore,SG,False,
T00472,A0118,M0023,603.71,AUD,2024-01-31T04:37:10.852741,pos,completed,Perth,AU,False,
T00473,A0130,M0011,66.41,AUD,2024-04-18T14:02:02.171950,atm,pending,New York,US,False,
T00474,A0141,M0011,110.84,AUD,2024-04-24T14:47:53.273666,atm,completed,New York,US,False,
T00475,A0145,M0018,2.68,AUD,2024-06-16T15:10:56.034273,atm,completed,Singapore,SG,False,
T00476,A0116,M0015,8.68,AUD,2024-01-03T22:49:04.201197,pos,reversed,Lagos,NG,False,
T00477,A0078,M0001,19.53,AUD,2024-06-03T21:14:58.302268,online,completed,Singapore,SG,False,
T00478,A0071,M0030,42.48,AUD,2024-06-16T14:12:25.645391,pos,completed,Perth,AU,False,
T00479,A0118,M0012,12.64,AUD,2024-06-10T00:31:57.112350,pos,completed,Brisbane,AU,False,
T00480,A0077,M0003,46.37,AUD,2024-02-09T08:32:51.163067,online,completed,New York,US,False,
T00481,A0124,M0006,26.08,AUD,2024-05-07T05:10:16.518809,online,completed,Singapore,SG,False,
T00482,A0077,M0002,101.63,AUD,2024-01-15T04:54:20.908400,online,pending,Singapore,SG,False,
T00483,A0086,M0012,131.91,AUD,2024-06-17T08:59:20.359146,online,failed,Brisbane,AU,False,
T00484,A0059,M0024,73.03,AUD,2024-01-03T01:40:15.423246,mobile,completed,Brisbane,AU,False,
T00485,A0135,M0002,14.08,AUD,2024-02-29T03:45:23.725921,pos,completed,Singapore,SG,False,
T00486,A0101,M0015,112.78,AUD,2024-01-17T07:19:13.245076,mobile,completed,Lagos,NG,False,
T00487,A0101,M0005,38.66,AUD,2024-03-13T06:05:13.218835,online,completed,Melbourne,AU,False,
T00488,A0112,M0025,183.42,AUD,2024-03-28T01:07:38.454902,pos,completed,New York,US,False,
T00489,A0147,M0007,35.37,AUD,2024-02-18T04:37:14.887101,mobile,completed,Singapore,SG,False,
T00490,A0148,M0003,8.5,AUD,2024-03-07T02:43:21.530771,pos,completed,New York,US,False,
T00491,A0007,M0025,28.81,AUD,2024-01-09T02:56:53.092485,pos,completed,New York,US,False,
T00492,A0096,M0005,7.73,AUD,2024-01-05T02:49:04.123981,pos,completed,Melbourne,AU,False,
T00493,A0055,M0007,48.56,AUD,2024-04-09T07:59:14.777158,wire,completed,Singapore,SG,False,
T00494,A0037,M0023,55.03,AUD,2024-01-08T20:53:09.026080,pos,completed,Perth,AU,False,
T00495,A0052,M0026,57.7,AUD,2024-03-25T03:47:23.262477,online,completed,Singapore,SG,False,
T00496,A0070,M0022,279.34,AUD,2024-06-05T10:26:31.906840,online,completed,London,UK,False,
T00497,A0099,M0008,247.09,AUD,2024-05-08T10:53:17.303886,atm,completed,Melbourne,AU,False,
T00498,A0137,M0003,9.09,AUD,2024-03-23T21:29:32.361972,online,completed,New York,US,False,
T00499,A0136,M0010,18.82,AUD,2024-01-29T10:01:50.910840,atm,completed,Sydney,AU,False,
T00500,A0091,M0021,129.1,AUD,2024-01-12T05:22:12.443291,atm,failed,Sydney,AU,False,
T00501,A0008,M0018,109.28,AUD,2024-03-02T20:43:08.572705,mobile,completed,Singapore,SG,False,
T00502,A0023,M0024,61.45,AUD,2024-02-11T03:56:49.682596,pos,completed,Brisbane,AU,False,
T00503,A0110,M0010,116.47,AUD,2024-04-08T03:27:48.294858,pos,completed,Sydney,AU,False,
T00504,A0149,M0018,53.25,AUD,2024-01-25T23:56:53.819029,wire,pending,Singapore,SG,False,
T00505,A0111,M0030,14.17,AUD,2024-06-20T16:43:30.701034,online,completed,Perth,AU,False,
T00506,A0038,M0024,7.99,AUD,2024-06-25T02:15:37.355624,mobile,completed,Brisbane,AU,False,
T00507,A0071,M0005,63.01,AUD,2024-02-03T10:32:19.612032,wire,completed,Melbourne,AU,False,
T00508,A0146,M0020,16.1,AUD,2024-05-04T09:58:10.319573,atm,completed,Sydney,AU,False,
T00509,A0123,M0005,33.52,AUD,2024-05-08T21:00:39.930950,atm,completed,Melbourne,AU,False,
T00510,A0100,M0016,31.05,AUD,2024-02-10T22:55:48.622835,mobile,completed,New York,US,False,
T00511,A0004,M0030,14.77,AUD,2024-05-14T08:50:26.801749,pos,completed,Perth,AU,False,
T00512,A0017,M0006,145.73,AUD,2024-02-28T19:20:47.770212,mobile,failed,Singapore,SG,False,
T00513,A0110,M0013,141.22,AUD,2024-05-29T04:52:59.045651,atm,completed,Perth,AU,False,
T00514,A0147,M0020,40.75,AUD,2024-05-07T10:39:53.710033,online,completed,Sydney,AU,False,
T00515,A0116,M0015,14.71,AUD,2024-04-10T22:39:10.533562,wire,completed,Lagos,NG,False,
T00516,A0013,M0007,16.21,AUD,2024-02-25T02:58:59.585303,atm,completed,Singapore,SG,False,
T00517,A0109,M0010,42.37,AUD,2024-04-03T13:42:58.178722,pos,completed,Sydney,AU,False,
T00518,A0116,M0003,55.53,AUD,2024-05-20T22:48:29.089114,wire,completed,New York,US,False,
T00519,A0106,M0011,29.28,AUD,2024-04-16T20:19:49.528770,pos,failed,New York,US,False,
T00520,A0024,M0009,11.82,AUD,2024-05-08T18:37:28.469744,pos,completed,Singapore,SG,False,
T00521,A0032,M0003,7.83,AUD,2024-03-06T16:37:33.896997,wire,completed,New York,US,False,
T00522,A0131,M0020,146.96,AUD,2024-03-09T21:21:24.653630,pos,pending,Sydney,AU,False,
T00523,A0145,M0028,48.74,AUD,2024-06-06T06:08:51.816499,pos,completed,Brisbane,AU,False,
T00524,A0014,M0014,7.66,AUD,2024-06-22T22:26:12.470209,atm,completed,Lagos,NG,False,
T00525,A0031,M0029,12.79,AUD,2024-04-22T16:24:07.433197,atm,completed,New York,US,False,
T00526,A0128,M0028,32.64,AUD,2024-04-20T01:04:55.906944,mobile,completed,Brisbane,AU,False,
T00527,A0122,M0015,27.09,AUD,2024-04-18T14:50:36.747816,pos,failed,Lagos,NG,False,
T00528,A0072,M0020,144.34,AUD,2024-02-07T13:58:39.858934,pos,completed,Sydney,AU,False,
T00529,A0090,M0002,49.66,AUD,2024-02-29T22:20:47.635482,online,completed,Singapore,SG,False,
T00530,A0107,M0006,12.5,AUD,2024-04-29T15:03:23.439437,wire,completed,Singapore,SG,False,
T00531,A0144,M0006,24.57,AUD,2024-05-19T02:24:57.794977,atm,completed,Singapore,SG,False,
T00532,A0098,M0027,7.0,AUD,2024-04-09T15:14:46.981470,atm,completed,New York,US,False,
T00533,A0032,M0023,99.78,AUD,2024-03-15T21:21:51.688374,pos,completed,Perth,AU,False,
