relationship_id,source_type,source_id,target_type,target_id,relationship_type,timestamp,metadata
R00685,transaction,T00259,merchant,M0013,PURCHASED_AT,2024-04-04T01:31:31.595674,{}
R00686,transaction,T00260,account,A0134,INITIATED_BY,2024-01-27T19:46:46.834243,{}
R00687,transaction,T00260,merchant,M0026,PURCHASED_AT,2024-01-27T19:46:46.834243,{}
R00688,transaction,T00261,account,A0026,INITIATED_BY,2024-04-13T12:52:08.233266,{}
R00689,transaction,T00261,merchant,M0030,PURCHASED_AT,2024-04-13T12:52:08.233266,{}
R00690,transaction,T00262,account,A0071,INITIATED_BY,2024-05-05T13:15:52.141528,{}
R00691,transaction,T00262,merchant,M0013,PURCHASED_AT,2024-05-05T13:15:52.141528,{}
R00692,transaction,T00263,account,A0085,INITIATED_BY,2024-06-15T16:06:25.796680,{}
R00693,transaction,T00263,merchant,M0023,PURCHASED_AT,2024-06-15T16:06:25.796680,{}
R00694,transaction,T00264,account,A0078,INITIATED_BY,2024-05-06T00:13:05.798165,{}
R00695,transaction,T00264,merchant,M0010,PURCHASED_AT,2024-05-06T00:13:05.798165,{}
R00696,transaction,T00265,account,A0059,INITIATED_BY,2024-05-20T02:23:24.829593,{}
R00697,transaction,T00265,merchant,M0005,PURCHASED_AT,2024-05-20T02:23:24.829593,{}
R00698,transaction,T00266,account,A0107,INITIATED_BY,2024-02-08T06:16:49.228133,{}
R00699,transaction,T00266,merchant,M0020,PURCHASED_AT,2024-02-08T06:16:49.228133,{}
R00700,transaction,T00267,account,A0133,INITIATED_BY,2024-05-23T06:14:03.347523,{}
R00701,transaction,T00267,merchant,M0028,PURCHASED_AT,2024-05-23T06:14:03.347523,{}
R00702,transaction,T00268,account,A0130,INITIATED_BY,2024-03-23T14:48:46.836016,{}
R00703,transaction,T00268,merchant,M0013,PURCHASED_AT,2024-03-23T14:48:46.836016,{}
R00704,transaction,T00269,account,A0071,INITIATED_BY,2024-04-25T00:13:12.758252,{}
R00705,transaction,T00269,merchant,M0012,PURCHASED_AT,2024-04-25T00:13:12.758252,{}
R00706,transaction,T00270,account,A0062,INITIATED_BY,2024-06-22T20:30:01.883698,{}
R00707,transaction,T00270,merchant,M0012,PURCHASED_AT,2024-06-22T20:30:01.883698,{}
R00708,transaction,T00271,account,A0090,INITIATED_BY,2024-02-21T14:20:28.936437,{}
R00709,transaction,T00271,merchant,M0012,PURCHASED_AT,2024-02-21T14:20:28.936437,{}
R00710,transaction,T00272,account,A0147,INITIATED_BY,2024-02-18T16:53:56.646040,{}
R00711,transaction,T00272,merchant,M0025,PURCHASED_AT,2024-02-18T16:53:56.646040,{}
R00712,transaction,T00273,account,A0003,INITIATED_BY,2024-04-18T19:21:38.278614,{}
R00713,transaction,T00273,merchant,M0016,PURCHASED_AT,2024-04-18T19:21:38.278614,{}
R00714,transaction,T00274,account,A0079,INITIATED_BY,2024-03-04T02:47:33.941897,{}
R00715,transaction,T00274,merchant,M0023,PURCHASED_AT,2024-03-04T02:47:33.941897,{}
R00716,transaction,T00275,account,A0078,INITIATED_BY,2024-04-15T19:00:43.937922,{}
R00717,transaction,T00275,merchant,M0022,PURCHASED_AT,2024-04-15T19:00:43.937922,{}
R00718,transaction,T00276,account,A0096,INITIATED_BY,2024-02-24T00:34:45.925120,{}
R00719,transaction,T00276,merchant,M0018,PURCHASED_AT,2024-02-24T00:34:45.925120,{}
R00720,transaction,T00277,account,A0087,INITIATED_BY,2024-02-17T06:25:19.804918,{}
R00721,transaction,T00277,merchant,M0009,PURCHASED_AT,2024-02-17T06:25:19.804918,{}
R00722,transaction,T00278,account,A0133,INITIATED_BY,2024-06-04T04:10:40.526251,{}
R00723,transaction,T00278,merchant,M0025,PURCHASED_AT,2024-06-04T04:10:40.526251,{}
R00724,transaction,T00279,account,A0082,INITIATED_BY,2024-06-13T03:37:25.779336,{}
R00725,transaction,T00279,merchant,M0022,PURCHASED_AT,2024-06-13T03:37:25.779336,{}
R00726,transaction,T00280,account,A0010,INITIATED_BY,2024-02-04T08:59:29.244577,{}
R00727,transaction,T00280,merchant,M0019,PURCHASED_AT,2024-02-04T08:59:29.244577,{}
R00728,transaction,T00281,account,A0122,INITIATED_BY,2024-02-24T08:02:46.806807,{}
R00729,transaction,T00281,merchant,M0030,PURCHASED_AT,2024-02-24T08:02:46.806807,{}
R00730,transaction,T00282,account,A0143,INITIATED_BY,2024-05-14T02:33:05.993911,{}
R00731,transaction,T00282,merchant,M0006,PURCHASED_AT,2024-05-14T02:33:05.993911,{}
R00732,transaction,T00283,account,A0047,INITIATED_BY,2024-02-10T05:28:09.314443,{}
R00733,transaction,T00283,merchant,M0022,PURCHASED_AT,2024-02-10T05:28:09.314443,{}
R00734,transaction,T00284,account,A0079,INITIATED_BY,2024-02-17T03:52:09.546969,{}
R00735,transaction,T00284,merchant,M0014,PURCHASED_AT,2024-02-17T03:52:09.546969,{}
R00736,transaction,T00285,account,A0031,INITIATED_BY,2024-03-26T11:19:20.281339,{}
R00737,transaction,T00285,merchant,M0016,PURCHASED_AT,2024-03-26T11:19:20.281339,{}
R00738,transaction,T00286,account,A0098,INITIATED_BY,2024-06-03T14:49:03.225476,{}
R00739,transaction,T00286,merchant,M0017,PURCHASED_AT,2024-06-03T14:49:03.225476,{}
R00740,transaction,T00287,account,A0088,INITIATED_BY,2024-01-15T15:02:42.044425,{}
R00741,transaction,T00287,merchant,M0014,PURCHASED_AT,2024-01-15T15:02:42.044425,{}
R00742,transaction,T00288,account,A0046,INITIATED_BY,2024-01-31T12:25:24.263746,{}
R00743,transaction,T00288,merchant,M0011,PURCHASED_AT,2024-01-31T12:25:24.263746,{}
R00744,transaction,T00289,account,A0023,INITIATED_BY,2024-03-14T00:20:28.603855,{}
R00745,transaction,T00289,merchant,M0005,PURCHASED_AT,2024-03-14T00:20:28.603855,{}
R00746,transaction,T00290,account,A0010,INITIATED_BY,2024-01-03T13:09:03.613463,{}
R00747,transaction,T00290,merchant,M0018,PURCHASED_AT,2024-01-03T13:09:03.613463,{}
R00748,transaction,T00291,account,A0136,INITIATED_BY,2024-06-07T17:37:24.339248,{}
R00749,transaction,T00291,merchant,M0007,PURCHASED_AT,2024-06-07T17:37:24.339248,{}
R00750,transaction,T00292,account,A0099,INITIATED_BY,2024-05-29T02:46:39.345980,{}
R00751,transaction,T00292,merchant,M0017,PURCHASED_AT,2024-05-29T02:46:39.345980,{}
R00752,transaction,T00293,account,A0117,INITIATED_BY,2024-03-19T11:50:30.333389,{}
R00753,transaction,T00293,merchant,M0024,PURCHASED_AT,2024-03-19T11:50:30.333389,{}
R00754,transaction,T00294,account,A0126,INITIATED_BY,2024-06-13T03:32:54.823291,{}
R00755,transaction,T00294,merchant,M0012,PURCHASED_AT,2024-06-13T03:32:54.823291,{}
R00756,transaction,T00295,account,A0058,INITIATED_BY,2024-01-23T07:00:56.335414,{}
R00757,transaction,T00295,merchant,M0024,PURCHASED_AT,2024-01-23T07:00:56.335414,{}
R00758,transaction,T00296,account,A0066,INITIATED_BY,2024-06-29T00:53:27.366023,{}
R00759,transaction,T00296,merchant,M0025,PURCHASED_AT,2024-06-29T00:53:27.366023,{}
R00760,transaction,T00297,account,A0006,INITIATED_BY,2024-03-09T19:49:20.446167,{}
R00761,transaction,T00297,merchant,M0002,PURCHASED_AT,2024-03-09T19:49:20.446167,{}
R00762,transaction,T00298,account,A0040,INITIATED_BY,2024-02-24T12:02:59.566069,{}
R00763,transaction,T00298,merchant,M0007,PURCHASED_AT,2024-02-24T12:02:59.566069,{}
R00764,transaction,T00299,account,A0070,INITIATED_BY,2024-05-30T08:21:19.503812,{}
R00765,transaction,T00299,merchant,M0020,PURCHASED_AT,2024-05-30T08:21:19.503812,{}
R00766,transaction,T00300,account,A0031,INITIATED_BY,2024-02-17T14:26:44.049934,{}
R00767,transaction,T00300,merchant,M0010,PURCHASED_AT,2024-02-17T14:26:44.049934,{}
R00768,transaction,T00301,account,A0092,INITIATED_BY,2024-04-09T05:06:53.242690,{}
R00769,transaction,T00301,merchant,M0023,PURCHASED_AT,2024-04-09T05:06:53.242690,{}
R00770,transaction,T00302,account,A0124,INITIATED_BY,2024-06-20T20:23:36.572409,{}
R00771,transaction,T00302,merchant,M0011,PURCHASED_AT,2024-06-20T20:23:36.572409,{}
R00772,transaction,T00303,account,A0026,INITIATED_BY,2024-06-27T22:45:53.291560,{}
R00773,transaction,T00303,merchant,M0029,PURCHASED_AT,2024-06-27T22:45:53.291560,{}
R00774,transaction,T00304,account,A0013,INITIATED_BY,2024-05-02T11:52:25.734172,{}
R00775,transaction,T00304,merchant,M0004,PURCHASED_AT,2024-05-02T11:52:25.734172,{}
R00776,transaction,T00305,account,A0025,INITIATED_BY,2024-01-31T20:42:19.182572,{}
R00777,transaction,T00305,merchant,M0028,PURCHASED_AT,2024-01-31T20:42:19.182572,{}
R00778,transaction,T00306,account,A0069,INITIATED_BY,2024-03-03T00:47:15.027616,{}
R00779,transaction,T00306,merchant,M0029,PURCHASED_AT,2024-03-03T00:47:15.027616,{}
R00780,transaction,T00307,account,A0117,INITIATED_BY,2024-03-27T13:29:46.779573,{}
R00781,transaction,T00307,merchant,M0009,PURCHASED_AT,2024-03-27T13:29:46.779573,{}
R00782,transaction,T00308,account,A0043,INITIATED_BY,2024-03-20T07:22:45.209718,{}
R00783,transaction,T00308,merchant,M0004,PURCHASED_AT,2024-03-20T07:22:45.209718,{}
R00784,transaction,T00309,account,A0092,INITIATED_BY,2024-01-09T07:42:13.613217,{}
R00785,transaction,T00309,merchant,M0020,PURCHASED_AT,2024-01-09T07:42:13.613217,{}
R00786,transaction,T00310,account,A0004,INITIATED_BY,2024-05-14T14:18:06.626627,{}
R00787,transaction,T00310,merchant,M0023,PURCHASED_AT,2024-05-14T14:18:06.626627,{}
R00788,transaction,T00311,account,A0087,INITIATED_BY,2024-01-18T05:43:54.657963,{}
R00789,transaction,T00311,merchant,M0017,PURCHASED_AT,2024-01-18T05:43:54.657963,{}
R00790,transaction,T00312,account,A0099,INITIATED_BY,2024-06-27T18:58:00.544670,{}
R00791,transaction,T00312,merchant,M0005,PURCHASED_AT,2024-06-27T18:58:00.544670,{}
R00792,transaction,T00313,account,A0041,INITIATED_BY,2024-06-24T14:18:36.330894,{}
R00793,transaction,T00313,merchant,M0017,PURCHASED_AT,2024-06-24T14:18:36.330894,{}
R00794,transaction,T00314,account,A0141,INITIATED_BY,2024-01-15T06:26:24.388652,{}
R00795,transaction,T00314,merchant,M0021,PURCHASED_AT,2024-01-15T06:26:24.388652,{}
R00796,transaction,T00315,account,A0115,INITIATED_BY,2024-01-22T11:39:45.235156,{}
R00797,transaction,T00315,merchant,M0003,PURCHASED_AT,2024-01-22T11:39:45.235156,{}
R00798,transaction,T00316,account,A0005,INITIATED_BY,2024-04-09T09:17:06.512738,{}
R00799,transaction,T00316,merchant,M0004,PURCHASED_AT,2024-04-09T09:17:06.512738,{}
R00800,transaction,T00317,account,A0078,INITIATED_BY,2024-05-01T12:53:04.799993,{}
R00801,transaction,T00317,merchant,M0029,PURCHASED_AT,2024-05-01T12:53:04.799993,{}
R00802,transaction,T00318,account,A0014,INITIATED_BY,2024-04-11T09:17:42.976107,{}
R00803,transaction,T00318,merchant,M0027,PURCHASED_AT,2024-04-11T09:17:42.976107,{}
R00804,transaction,T00319,account,A0094,INITIATED_BY,2024-04-29T06:18:22.113120,{}
R00805,transaction,T00319,merchant,M0023,PURCHASED_AT,2024-04-29T06:18:22.113120,{}
R00806,transaction,T00320,account,A0075,INITIATED_BY,2024-01-09T06:51:36.393157,{}
R00807,transaction,T00320,merchant,M0018,PURCHASED_AT,2024-01-09T06:51:36.393157,{}
R00808,transaction,T00321,account,A0105,INITIATED_BY,2024-01-22T20:31:11.233915,{}
R00809,transaction,T00321,merchant,M0004,PURCHASED_AT,2024-01-22T20:31:11.233915,{}
R00810,transaction,T00322,account,A0049,INITIATED_BY,2024-01-09T09:59:51.259680,{}
R00811,transaction,T00322,merchant,M0023,PURCHASED_AT,2024-01-09T09:59:51.259680,{}
R00812,transaction,T00323,account,A0116,INITIATED_BY,2024-04-05T23:54:09.812242,{}
R00813,transaction,T00323,merchant,M0015,PURCHASED_AT,2024-04-05T23:54:09.812242,{}
R00814,transaction,T00324,account,A0111,INITIATED_BY,2024-05-21T09:01:04.883965,{}
R00815,transaction,T00324,merchant,M0027,PURCHASED_AT,2024-05-21T09:01:04.883965,{}
R00816,transaction,T00325,account,A0045,INITIATED_BY,2024-04-29T00:16:29.091202,{}
R00817,transaction,T00325,merchant,M0024,PURCHASED_AT,2024-04-29T00:16:29.091202,{}
R00818,transaction,T00326,account,A0130,INITIATED_BY,2024-01-25T03:22:02.042162,{}
R00819,transaction,T00326,merchant,M0029,PURCHASED_AT,2024-01-25T03:22:02.042162,{}
R00820,transaction,T00327,account,A0132,INITIATED_BY,2024-02-26T19:37:42.577961,{}
R00821,transaction,T00327,merchant,M0010,PURCHASED_AT,2024-02-26T19:37:42.577961,{}
R00822,transaction,T00328,account,A0052,INITIATED_BY,2024-03-03T11:57:19.135524,{}
R00823,transaction,T00328,merchant,M0007,PURCHASED_AT,2024-03-03T11:57:19.135524,{}
R00824,transaction,T00329,account,A0046,INITIATED_BY,2024-05-08T13:46:20.088114,{}
R00825,transaction,T00329,merchant,M0017,PURCHASED_AT,2024-05-08T13:46:20.088114,{}
R00826,transaction,T00330,account,A0150,INITIATED_BY,2024-04-06T15:16:25.605438,{}
R00827,transaction,T00330,merchant,M0019,PURCHASED_AT,2024-04-06T15:16:25.605438,{}
R00828,transaction,T00331,account,A0134,INITIATED_BY,2024-05-15T18:48:13.395970,{}
R00829,transaction,T00331,merchant,M0004,PURCHASED_AT,2024-05-15T18:48:13.395970,{}
R00830,transaction,T00332,account,A0065,INITIATED_BY,2024-02-23T10:05:26.226734,{}
R00831,transaction,T00332,merchant,M0005,PURCHASED_AT,2024-02-23T10:05:26.226734,{}
R00832,transaction,T00333,account,A0116,INITIATED_BY,2024-04-11T16:49:42.123887,{}
R00833,transaction,T00333,merchant,M0004,PURCHASED_AT,2024-04-11T16:49:42.123887,{}
R00834,transaction,T00334,account,A0144,INITIATED_BY,2024-05-24T14:04:54.094133,{}
R00835,transaction,T00334,merchant,M0013,PURCHASED_AT,2024-05-24T14:04:54.094133,{}
R00836,transaction,T00335,account,A0013,INITIATED_BY,2024-05-22T15:33:23.351756,{}
R00837,transaction,T00335,merchant,M0030,PURCHASED_AT,2024-05-22T15:33:23.351756,{}
R00838,transaction,T00336,account,A0014,INITIATED_BY,2024-06-06T06:17:03.235068,{}
R00839,transaction,T00336,merchant,M0001,PURCHASED_AT,2024-06-06T06:17:03.235068,{}
R00840,transaction,T00337,account,A0095,INITIATED_BY,2024-02-05T13:27:42.088204,{}
R00841,transaction,T00337,merchant,M0025,PURCHASED_AT,2024-02-05T13:27:42.088204,{}
R00842,transaction,T00338,account,A0046,INITIATED_BY,2024-01-08T08:30:54.388907,{}
R00843,transaction,T00338,merchant,M0022,PURCHASED_AT,2024-01-08T08:30:54.388907,{}
R00844,transaction,T00339,account,A0034,INITIATED_BY,2024-02-29T19:57:53.115467,{}
R00845,transaction,T00339,merchant,M0006,PURCHASED_AT,2024-02-29T19:57:53.115467,{}
R00846,transaction,T00340,account,A0083,INITIATED_BY,2024-03-29T18:57:11.838138,{}
R00847,transaction,T00340,merchant,M0020,PURCHASED_AT,2024-03-29T18:57:11.838138,{}
R00848,transaction,T00341,account,A0019,INITIATED_BY,2024-06-22T05:09:16.723346,{}
R00849,transaction,T00341,merchant,M0026,PURCHASED_AT,2024-06-22T05:09:16.723346,{}
R00850,transaction,T00342,account,A0130,INITIATED_BY,2024-01-17T15:24:41.350721,{}
R00851,transaction,T00342,merchant,M0006,PURCHASED_AT,2024-01-17T15:24:41.350721,{}
R00852,transaction,T00343,account,A0085,INITIATED_BY,2024-05-16T05:32:10.735529,{}
R00853,transaction,T00343,merchant,M0011,PURCHASED_AT,2024-05-16T05:32:10.735529,{}
R00854,transaction,T00344,account,A0144,INITIATED_BY,2024-01-21T18:21:07.764809,{}
R00855,transaction,T00344,merchant,M0027,PURCHASED_AT,2024-01-21T18:21:07.764809,{}
R00856,transaction,T00345,account,A0063,INITIATED_BY,2024-06-14T18:48:37.717983,{}
R00857,transaction,T00345,merchant,M0002,PURCHASED_AT,2024-06-14T18:48:37.717983,{}
R00858,transaction,T00346,account,A0139,INITIATED_BY,2024-05-25T07:26:09.267850,{}
R00859,transaction,T00346,merchant,M0024,PURCHASED_AT,2024-05-25T07:26:09.267850,{}
R00860,transaction,T00347,account,A0076,INITIATED_BY,2024-01-15T21:42:31.054762,{}
R00861,transaction,T00347,merchant,M0029,PURCHASED_AT,2024-01-15T21:42:31.054762,{}
R00862,transaction,T00348,account,A0138,INITIATED_BY,2024-06-05T13:20:47.461976,{}
R00863,transaction,T00348,merchant,M0018,PURCHASED_AT,2024-06-05T13:20:47.461976,{}
R00864,transaction,T00349,account,A0053,INITIATED_BY,2024-05-27T19:58:51.197752,{}
R00865,transaction,T00349,merchant,M0018,PURCHASED_AT,2024-05-27T19:58:51.197752,{}
R00866,transaction,T00350,account,A0040,INITIATED_BY,2024-01-16T20:11:26.810254,{}
R00867,transaction,T00350,merchant,M0001,PURCHASED_AT,2024-01-16T20:11:26.810254,{}
R00868,transaction,T00351,account,A0065,INITIATED_BY,2024-03-22T15:41:23.579895,{}
R00869,transaction,T00351,merchant,M0018,PURCHASED_AT,2024-03-22T15:41:23.579895,{}
R00870,transaction,T00352,account,A0005,INITIATED_BY,2024-04-26T02:20:25.478578,{}
R00871,transaction,T00352,merchant,M0013,PURCHASED_AT,2024-04-26T02:20:25.478578,{}
R00872,transaction,T00353,account,A0150,INITIATED_BY,2024-06-16T23:26:21.936201,{}
R00873,transaction,T00353,merchant,M0002,PURCHASED_AT,2024-06-16T23:26:21.936201,{}
R00874,transaction,T00354,account,A0078,INITIATED_BY,2024-04-29T14:10:53.142085,{}
R00875,transaction,T00354,merchant,M0020,PURCHASED_AT,2024-04-29T14:10:53.142085,{}
R00876,transaction,T00355,account,A0057,INITIATED_BY,2024-06-02T18:05:11.583280,{}
R00877,transaction,T00355,merchant,M0005,PURCHASED_AT,2024-06-02T18:05:11.583280,{}
R00878,transaction,T00356,account,A0037,INITIATED_BY,2024-03-08T12:52:44.244217,{}
R00879,transaction,T00356,merchant,M0010,PURCHASED_AT,2024-03-08T12:52:44.244217,{}
R00880,transaction,T00357,account,A0143,INITIATED_BY,2024-06-20T09:40:42.480517,{}
R00881,transaction,T00357,merchant,M0005,PURCHASED_AT,2024-06-20T09:40:42.480517,{}
R00882,transaction,T00358,account,A0089,INITIATED_BY,2024-04-02T18:31:44.058413,{}
R00883,transaction,T00358,merchant,M0007,PURCHASED_AT,2024-04-02T18:31:44.058413,{}
R00884,transaction,T00359,account,A0065,INITIATED_BY,2024-04-12T16:19:09.291323,{}
R00885,transaction,T00359,merchant,M0007,PURCHASED_AT,2024-04-12T16:19:09.291323,{}
R00886,transaction,T00360,account,A0141,INITIATED_BY,2024-05-01T13:48:02.599764,{}
R00887,transaction,T00360,merchant,M0015,PURCHASED_AT,2024-05-01T13:48:02.599764,{}
R00888,transaction,T00361,account,A0149,INITIATED_BY,2024-05-01T12:06:28.575895,{}
R00889,transaction,T00361,merchant,M0016,PURCHASED_AT,2024-05-01T12:06:28.575895,{}
R00890,transaction,T00362,account,A0018,INITIATED_BY,2024-02-29T10:20:07.309629,{}
R00891,transaction,T00362,merchant,M0029,PURCHASED_AT,2024-02-29T10:20:07.309629,{}
R00892,transaction,T00363,account,A0040,INITIATED_BY,2024-06-22T12:24:51.684702,{}
R00893,transaction,T00363,merchant,M0019,PURCHASED_AT,2024-06-22T12:24:51.684702,{}
R00894,transaction,T00364,account,A0064,INITIATED_BY,2024-03-19T22:31:22.595137,{}
R00895,transaction,T00364,merchant,M0026,PURCHASED_AT,2024-03-19T22:31:22.595137,{}
R00896,transaction,T00365,account,A0085,INITIATED_BY,2024-05-20T05:35:15.651127,{}
R00897,transaction,T00365,merchant,M0029,PURCHASED_AT,2024-05-20T05:35:15.651127,{}
R00898,transaction,T00366,account,A0045,INITIATED_BY,2024-06-04T10:15:07.628151,{}
R00899,transaction,T00366,merchant,M0021,PURCHASED_AT,2024-06-04T10:15:07.628151,{}
R00900,transaction,T00367,account,A0051,INITIATED_BY,2024-05-11T15:56:08.862450,{}
R00901,transaction,T00367,merchant,M0009,PURCHASED_AT,2024-05-11T15:56:08.862450,{}
R00902,transaction,T00368,account,A0008,INITIATED_BY,2024-04-16T19:07:03.859090,{}
R00903,transaction,T00368,merchant,M0027,PURCHASED_AT,2024-04-16T19:07:03.859090,{}
R00904,transaction,T00369,account,A0140,INITIATED_BY,2024-02-10T10:02:38.678209,{}
R00905,transaction,T00369,merchant,M0029,PURCHASED_AT,2024-02-10T10:02:38.678209,{}
R00906,transaction,T00370,account,A0075,INITIATED_BY,2024-03-12T19:38:05.009389,{}
R00907,transaction,T00370,merchant,M0005,PURCHASED_AT,2024-03-12T19:38:05.009389,{}
R00908,transaction,T00371,account,A0062,INITIATED_BY,2024-01-26T09:46:13.040049,{}
R00909,transaction,T00371,merchant,M0028,PURCHASED_AT,2024-01-26T09:46:13.040049,{}
R00910,transaction,T00372,account,A0145,INITIATED_BY,2024-05-12T11:49:38.777549,{}
R00911,transaction,T00372,merchant,M0022,PURCHASED_AT,2024-05-12T11:49:38.777549,{}
R00912,transaction,T00373,account,A0125,INITIATED_BY,2024-01-08T17:57:35.521211,{}
R00913,transaction,T00373,merchant,M0008,PURCHASED_AT,2024-01-08T17:57:35.521211,{}
R00914,transaction,T00374,account,A0093,INITIATED_BY,2024-01-09T09:43:27.535386,{}
R00915,transaction,T00374,merchant,M0013,PURCHASED_AT,2024-01-09T09:43:27.535386,{}
R00916,transaction,T00375,account,A0134,INITIATED_BY,2024-02-01T11:12:12.969516,{}
R00917,transaction,T00375,merchant,M0021,PURCHASED_AT,2024-02-01T11:12:12.969516,{}
R00918,transaction,T00376,account,A0020,INITIATED_BY,2024-05-27T22:04:35.429429,{}
R00919,transaction,T00376,merchant,M0017,PURCHASED_AT,2024-05-27T22:04:35.429429,{}
R00920,transaction,T00377,account,A0124,INITIATED_BY,2024-01-26T03:40:41.973395,{}
R00921,transaction,T00377,merchant,M0029,PURCHASED_AT,2024-01-26T03:40:41.973395,{}
R00922,transaction,T00378,account,A0132,INITIATED_BY,2024-01-29T11:33:37.224316,{}
R00923,transaction,T00378,merchant,M0021,PURCHASED_AT,2024-01-29T11:33:37.224316,{}
R00924,transaction,T00379,account,A0031,INITIATED_BY,2024-05-10T08:47:26.095750,{}
R00925,transaction,T00379,merchant,M0022,PURCHASED_AT,2024-05-10T08:47:26.095750,{}
R00926,transaction,T00380,account,A0123,INITIATED_BY,2024-03-15T08:56:46.161301,{}
R00927,transaction,T00380,merchant,M0007,PURCHASED_AT,2024-03-15T08:56:46.161301,{}
R00928,transaction,T00381,account,A0147,INITIATED_BY,2024-01-08T02:14:42.426961,{}
R00929,transaction,T00381,merchant,M0019,PURCHASED_AT,2024-01-08T02:14:42.426961,{}
R00930,transaction,T00382,account,A0043,INITIATED_BY,2024-03-14T09:18:08.059427,{}
R00931,transaction,T00382,merchant,M0009,PURCHASED_AT,2024-03-14T09:18:08.059427,{}
R00932,transaction,T00383,account,A0073,INITIATED_BY,2024-03-26T07:49:12.173340,{}
R00933,transaction,T00383,merchant,M0003,PURCHASED_AT,2024-03-26T07:49:12.173340,{}
R00934,transaction,T00384,account,A0106,INITIATED_BY,2024-05-18T21:58:37.377612,{}
R00935,transaction,T00384,merchant,M0020,PURCHASED_AT,2024-05-18T21:58:37.377612,{}
R00936,transaction,T00385,account,A0068,INITIATED_BY,2024-03-23T01:52:27.517759,{}
R00937,transaction,T00385,merchant,M0006,PURCHASED_AT,2024-03-23T01:52:27.517759,{}
R00938,transaction,T00386,account,A0097,INITIATED_BY,2024-05-03T20:53:37.891420,{}
R00939,transaction,T00386,merchant,M0013,PURCHASED_AT,2024-05-03T20:53:37.891420,{}
R00940,transaction,T00387,account,A0046,INITIATED_BY,2024-06-07T20:57:26.850080,{}
R00941,transaction,T00387,merchant,M0016,PURCHASED_AT,2024-06-07T20:57:26.850080,{}
R00942,transaction,T00388,account,A0031,INITIATED_BY,2024-04-19T05:29:37.979457,{}
R00943,transaction,T00388,merchant,M0003,PURCHASED_AT,2024-04-19T05:29:37.979457,{}
R00944,transaction,T00389,account,A0111,INITIATED_BY,2024-05-06T06:33:37.275172,{}
R00945,transaction,T00389,merchant,M0017,PURCHASED_AT,2024-05-06T06:33:37.275172,{}
R00946,transaction,T00390,account,A0124,INITIATED_BY,2024-05-25T15:16:25.654645,{}
R00947,transaction,T00390,merchant,M0026,PURCHASED_AT,2024-05-25T15:16:25.654645,{}
R00948,transaction,T00391,account,A0035,INITIATED_BY,2024-06-04T11:43:38.302598,{}
R00949,transaction,T00391,merchant,M0009,PURCHASED_AT,2024-06-04T11:43:38.302598,{}
R00950,transaction,T00392,account,A0140,INITIATED_BY,2024-03-08T21:07:47.302055,{}
R00951,transaction,T00392,merchant,M0014,PURCHASED_AT,2024-03-08T21:07:47.302055,{}
R00952,transaction,T00393,account,A0081,INITIATED_BY,2024-04-27T22:26:45.098431,{}
R00953,transaction,T00393,merchant,M0014,PURCHASED_AT,2024-04-27T22:26:45.098431,{}
R00954,transaction,T00394,account,A0138,INITIATED_BY,2024-06-28T12:22:24.386151,{}
R00955,transaction,T00394,merchant,M0014,PURCHASED_AT,2024-06-28T12:22:24.386151,{}
R00956,transaction,T00395,account,A0106,INITIATED_BY,2024-03-08T00:12:18.492520,{}
R00957,transaction,T00395,merchant,M0018,PURCHASED_AT,2024-03-08T00:12:18.492520,{}
R00958,transaction,T00396,account,A0079,INITIATED_BY,2024-05-13T04:14:19.962767,{}
R00959,transaction,T00396,merchant,M0019,PURCHASED_AT,2024-05-13T04:14:19.962767,{}
R00960,transaction,T00397,account,A0115,INITIATED_BY,2024-02-08T19:36:22.200629,{}
R00961,transaction,T00397,merchant,M0026,PURCHASED_AT,2024-02-08T19:36:22.200629,{}
R00962,transaction,T00398,account,A0141,INITIATED_BY,2024-01-30T02:14:45.282029,{}
R00963,transaction,T00398,merchant,M0020,PURCHASED_AT,2024-01-30T02:14:45.282029,{}
R00964,transaction,T00399,account,A0038,INITIATED_BY,2024-01-12T14:21:55.808886,{}
R00965,transaction,T00399,merchant,M0016,PURCHASED_AT,2024-01-12T14:21:55.808886,{}
R00966,transaction,T00400,account,A0010,INITIATED_BY,2024-05-08T19:12:56.638598,{}
R00967,transaction,T00400,merchant,M0024,PURCHASED_AT,2024-05-08T19:12:56.638598,{}
R00968,transaction,T00401,account,A0045,INITIATED_BY,2024-06-02T22:51:56.923790,{}
R00969,transaction,T00401,merchant,M0021,PURCHASED_AT,2024-06-02T22:51:56.923790,{}
R00970,transaction,T00402,account,A0009,INITIATED_BY,2024-02-11T22:22:43.341318,{}
R00971,transaction,T00402,merchant,M0026,PURCHASED_AT,2024-02-11T22:22:43.341318,{}
R00972,transaction,T00403,account,A0093,INITIATED_BY,2024-03-13T07:08:23.817075,{}
R00973,transaction,T00403,merchant,M0008,PURCHASED_AT,2024-03-13T07:08:23.817075,{}
R00974,transaction,T00404,account,A0052,INITIATED_BY,2024-05-11T10:20:47.597887,{}
R00975,transaction,T00404,merchant,M0017,PURCHASED_AT,2024-05-11T10:20:47.597887,{}
R00976,transaction,T00405,account,A0090,INITIATED_BY,2024-04-19T18:02:33.519546,{}
R00977,transaction,T00405,merchant,M0012,PURCHASED_AT,2024-04-19T18:02:33.519546,{}
