~id,~from,~to,~label,timestamp
R00774,T00304,A0013,INITIATED_BY,2024-05-02T11:52:25.734172
R00775,T00304,M0004,PURCHASED_AT,2024-05-02T11:52:25.734172
R00776,T00305,A0025,INITIATED_BY,2024-01-31T20:42:19.182572
R00777,T00305,M0028,PURCHASED_AT,2024-01-31T20:42:19.182572
R00778,T00306,A0069,INITIATED_BY,2024-03-03T00:47:15.027616
R00779,T00306,M0029,PURCHASED_AT,2024-03-03T00:47:15.027616
R00780,T00307,A0117,INITIATED_BY,2024-03-27T13:29:46.779573
R00781,T00307,M0009,PURCHASED_AT,2024-03-27T13:29:46.779573
R00782,T00308,A0043,INITIATED_BY,2024-03-20T07:22:45.209718
R00783,T00308,M0004,PURCHASED_AT,2024-03-20T07:22:45.209718
R00784,T00309,A0092,INITIATED_BY,2024-01-09T07:42:13.613217
R00785,T00309,M0020,PURCHASED_AT,2024-01-09T07:42:13.613217
R00786,T00310,A0004,INITIATED_BY,2024-05-14T14:18:06.626627
R00787,T00310,M0023,PURCHASED_AT,2024-05-14T14:18:06.626627
R00788,T00311,A0087,INITIATED_BY,2024-01-18T05:43:54.657963
R00789,T00311,M0017,PURCHASED_AT,2024-01-18T05:43:54.657963
R00790,T00312,A0099,INITIATED_BY,2024-06-27T18:58:00.544670
R00791,T00312,M0005,PURCHASED_AT,2024-06-27T18:58:00.544670
R00792,T00313,A0041,INITIATED_BY,2024-06-24T14:18:36.330894
R00793,T00313,M0017,PURCHASED_AT,2024-06-24T14:18:36.330894
R00794,T00314,A0141,INITIATED_BY,2024-01-15T06:26:24.388652
R00795,T00314,M0021,PURCHASED_AT,2024-01-15T06:26:24.388652
R00796,T00315,A0115,INITIATED_BY,2024-01-22T11:39:45.235156
R00797,T00315,M0003,PURCHASED_AT,2024-01-22T11:39:45.235156
R00798,T00316,A0005,INITIATED_BY,2024-04-09T09:17:06.512738
R00799,T00316,M0004,PURCHASED_AT,2024-04-09T09:17:06.512738
R00800,T00317,A0078,INITIATED_BY,2024-05-01T12:53:04.799993
R00801,T00317,M0029,PURCHASED_AT,2024-05-01T12:53:04.799993
R00802,T00318,A0014,INITIATED_BY,2024-04-11T09:17:42.976107
R00803,T00318,M0027,PURCHASED_AT,2024-04-11T09:17:42.976107
R00804,T00319,A0094,INITIATED_BY,2024-04-29T06:18:22.113120
R00805,T00319,M0023,PURCHASED_AT,2024-04-29T06:18:22.113120
R00806,T00320,A0075,INITIATED_BY,2024-01-09T06:51:36.393157
R00807,T00320,M0018,PURCHASED_AT,2024-01-09T06:51:36.393157
R00808,T00321,A0105,INITIATED_BY,2024-01-22T20:31:11.233915
R00809,T00321,M0004,PURCHASED_AT,2024-01-22T20:31:11.233915
R00810,T00322,A0049,INITIATED_BY,2024-01-09T09:59:51.259680
R00811,T00322,M0023,PURCHASED_AT,2024-01-09T09:59:51.259680
R00812,T00323,A0116,INITIATED_BY,2024-04-05T23:54:09.812242
R00813,T00323,M0015,PURCHASED_AT,2024-04-05T23:54:09.812242
R00814,T00324,A0111,INITIATED_BY,2024-05-21T09:01:04.883965
R00815,T00324,M0027,PURCHASED_AT,2024-05-21T09:01:04.883965
R00816,T00325,A0045,INITIATED_BY,2024-04-29T00:16:29.091202
R00817,T00325,M0024,PURCHASED_AT,2024-04-29T00:16:29.091202
R00818,T00326,A0130,INITIATED_BY,2024-01-25T03:22:02.042162
R00819,T00326,M0029,PURCHASED_AT,2024-01-25T03:22:02.042162
R00820,T00327,A0132,INITIATED_BY,2024-02-26T19:37:42.577961
R00821,T00327,M0010,PURCHASED_AT,2024-02-26T19:37:42.577961
R00822,T00328,A0052,INITIATED_BY,2024-03-03T11:57:19.135524
R00823,T00328,M0007,PURCHASED_AT,2024-03-03T11:57:19.135524
R00824,T00329,A0046,INITIATED_BY,2024-05-08T13:46:20.088114
R00825,T00329,M0017,PURCHASED_AT,2024-05-08T13:46:20.088114
R00826,T00330,A0150,INITIATED_BY,2024-04-06T15:16:25.605438
R00827,T00330,M0019,PURCHASED_AT,2024-04-06T15:16:25.605438
R00828,T00331,A0134,INITIATED_BY,2024-05-15T18:48:13.395970
R00829,T00331,M0004,PURCHASED_AT,2024-05-15T18:48:13.395970
R00830,T00332,A0065,INITIATED_BY,2024-02-23T10:05:26.226734
R00831,T00332,M0005,PURCHASED_AT,2024-02-23T10:05:26.226734
R00832,T00333,A0116,INITIATED_BY,2024-04-11T16:49:42.123887
R00833,T00333,M0004,PURCHASED_AT,2024-04-11T16:49:42.123887
R00834,T00334,A0144,INITIATED_BY,2024-05-24T14:04:54.094133
R00835,T00334,M0013,PURCHASED_AT,2024-05-24T14:04:54.094133
R00836,T00335,A0013,INITIATED_BY,2024-05-22T15:33:23.351756
R00837,T00335,M0030,PURCHASED_AT,2024-05-22T15:33:23.351756
R00838,T00336,A0014,INITIATED_BY,2024-06-06T06:17:03.235068
R00839,T00336,M0001,PURCHASED_AT,2024-06-06T06:17:03.235068
R00840,T00337,A0095,INITIATED_BY,2024-02-05T13:27:42.088204
R00841,T00337,M0025,PURCHASED_AT,2024-02-05T13:27:42.088204
R00842,T00338,A0046,INITIATED_BY,2024-01-08T08:30:54.388907
R00843,T00338,M0022,PURCHASED_AT,2024-01-08T08:30:54.388907
R00844,T00339,A0034,INITIATED_BY,2024-02-29T19:57:53.115467
R00845,T00339,M0006,PURCHASED_AT,2024-02-29T19:57:53.115467
R00846,T00340,A0083,INITIATED_BY,2024-03-29T18:57:11.838138
R00847,T00340,M0020,PURCHASED_AT,2024-03-29T18:57:11.838138
R00848,T00341,A0019,INITIATED_BY,2024-06-22T05:09:16.723346
R00849,T00341,M0026,PURCHASED_AT,2024-06-22T05:09:16.723346
R00850,T00342,A0130,INITIATED_BY,2024-01-17T15:24:41.350721
R00851,T00342,M0006,PURCHASED_AT,2024-01-17T15:24:41.350721
R00852,T00343,A0085,INITIATED_BY,2024-05-16T05:32:10.735529
R00853,T00343,M0011,PURCHASED_AT,2024-05-16T05:32:10.735529
R00854,T00344,A0144,INITIATED_BY,2024-01-21T18:21:07.764809
R00855,T00344,M0027,PURCHASED_AT,2024-01-21T18:21:07.764809
R00856,T00345,A0063,INITIATED_BY,2024-06-14T18:48:37.717983
R00857,T00345,M0002,PURCHASED_AT,2024-06-14T18:48:37.717983
R00858,T00346,A0139,INITIATED_BY,2024-05-25T07:26:09.267850
R00859,T00346,M0024,PURCHASED_AT,2024-05-25T07:26:09.267850
R00860,T00347,A0076,INITIATED_BY,2024-01-15T21:42:31.054762
R00861,T00347,M0029,PURCHASED_AT,2024-01-15T21:42:31.054762
R00862,T00348,A0138,INITIATED_BY,2024-06-05T13:20:47.461976
R00863,T00348,M0018,PURCHASED_AT,2024-06-05T13:20:47.461976
R00864,T00349,A0053,INITIATED_BY,2024-05-27T19:58:51.197752
R00865,T00349,M0018,PURCHASED_AT,2024-05-27T19:58:51.197752
R00866,T00350,A0040,INITIATED_BY,2024-01-16T20:11:26.810254
R00867,T00350,M0001,PURCHASED_AT,2024-01-16T20:11:26.810254
R00868,T00351,A0065,INITIATED_BY,2024-03-22T15:41:23.579895
R00869,T00351,M0018,PURCHASED_AT,2024-03-22T15:41:23.579895
R00870,T00352,A0005,INITIATED_BY,2024-04-26T02:20:25.478578
R00871,T00352,M0013,PURCHASED_AT,2024-04-26T02:20:25.478578
R00872,T00353,A0150,INITIATED_BY,2024-06-16T23:26:21.936201
R00873,T00353,M0002,PURCHASED_AT,2024-06-16T23:26:21.936201
R00874,T00354,A0078,INITIATED_BY,2024-04-29T14:10:53.142085
R00875,T00354,M0020,PURCHASED_AT,2024-04-29T14:10:53.142085
R00876,T00355,A0057,INITIATED_BY,2024-06-02T18:05:11.583280
R00877,T00355,M0005,PURCHASED_AT,2024-06-02T18:05:11.583280
R00878,T00356,A0037,INITIATED_BY,2024-03-08T12:52:44.244217
R00879,T00356,M0010,PURCHASED_AT,2024-03-08T12:52:44.244217
R00880,T00357,A0143,INITIATED_BY,2024-06-20T09:40:42.480517
R00881,T00357,M0005,PURCHASED_AT,2024-06-20T09:40:42.480517
R00882,T00358,A0089,INITIATED_BY,2024-04-02T18:31:44.058413
R00883,T00358,M0007,PURCHASED_AT,2024-04-02T18:31:44.058413
R00884,T00359,A0065,INITIATED_BY,2024-04-12T16:19:09.291323
R00885,T00359,M0007,PURCHASED_AT,2024-04-12T16:19:09.291323
R00886,T00360,A0141,INITIATED_BY,2024-05-01T13:48:02.599764
R00887,T00360,M0015,PURCHASED_AT,2024-05-01T13:48:02.599764
R00888,T00361,A0149,INITIATED_BY,2024-05-01T12:06:28.575895
R00889,T00361,M0016,PURCHASED_AT,2024-05-01T12:06:28.575895
R00890,T00362,A0018,INITIATED_BY,2024-02-29T10:20:07.309629
R00891,T00362,M0029,PURCHASED_AT,2024-02-29T10:20:07.309629
R00892,T00363,A0040,INITIATED_BY,2024-06-22T12:24:51.684702
R00893,T00363,M0019,PURCHASED_AT,2024-06-22T12:24:51.684702
R00894,T00364,A0064,INITIATED_BY,2024-03-19T22:31:22.595137
R00895,T00364,M0026,PURCHASED_AT,2024-03-19T22:31:22.595137
R00896,T00365,A0085,INITIATED_BY,2024-05-20T05:35:15.651127
R00897,T00365,M0029,PURCHASED_AT,2024-05-20T05:35:15.651127
R00898,T00366,A0045,INITIATED_BY,2024-06-04T10:15:07.628151
R00899,T00366,M0021,PURCHASED_AT,2024-06-04T10:15:07.628151
R00900,T00367,A0051,INITIATED_BY,2024-05-11T15:56:08.862450
R00901,T00367,M0009,PURCHASED_AT,2024-05-11T15:56:08.862450
R00902,T00368,A0008,INITIATED_BY,2024-04-16T19:07:03.859090
R00903,T00368,M0027,PURCHASED_AT,2024-04-16T19:07:03.859090
R00904,T00369,A0140,INITIATED_BY,2024-02-10T10:02:38.678209
R00905,T00369,M0029,PURCHASED_AT,2024-02-10T10:02:38.678209
R00906,T00370,A0075,INITIATED_BY,2024-03-12T19:38:05.009389
R00907,T00370,M0005,PURCHASED_AT,2024-03-12T19:38:05.009389
R00908,T00371,A0062,INITIATED_BY,2024-01-26T09:46:13.040049
R00909,T00371,M0028,PURCHASED_AT,2024-01-26T09:46:13.040049
R00910,T00372,A0145,INITIATED_BY,2024-05-12T11:49:38.777549
R00911,T00372,M0022,PURCHASED_AT,2024-05-12T11:49:38.777549
R00912,T00373,A0125,INITIATED_BY,2024-01-08T17:57:35.521211
R00913,T00373,M0008,PURCHASED_AT,2024-01-08T17:57:35.521211
R00914,T00374,A0093,INITIATED_BY,2024-01-09T09:43:27.535386
R00915,T00374,M0013,PURCHASED_AT,2024-01-09T09:43:27.535386
R00916,T00375,A0134,INITIATED_BY,2024-02-01T11:12:12.969516
R00917,T00375,M0021,PURCHASED_AT,2024-02-01T11:12:12.969516
R00918,T00376,A0020,INITIATED_BY,2024-05-27T22:04:35.429429
R00919,T00376,M0017,PURCHASED_AT,2024-05-27T22:04:35.429429
R00920,T00377,A0124,INITIATED_BY,2024-01-26T03:40:41.973395
R00921,T00377,M0029,PURCHASED_AT,2024-01-26T03:40:41.973395
R00922,T00378,A0132,INITIATED_BY,2024-01-29T11:33:37.224316
R00923,T00378,M0021,PURCHASED_AT,2024-01-29T11:33:37.224316
R00924,T00379,A0031,INITIATED_BY,2024-05-10T08:47:26.095750
R00925,T00379,M0022,PURCHASED_AT,2024-05-10T08:47:26.095750
R00926,T00380,A0123,INITIATED_BY,2024-03-15T08:56:46.161301
R00927,T00380,M0007,PURCHASED_AT,2024-03-15T08:56:46.161301
R00928,T00381,A0147,INITIATED_BY,2024-01-08T02:14:42.426961
R00929,T00381,M0019,PURCHASED_AT,2024-01-08T02:14:42.426961
R00930,T00382,A0043,INITIATED_BY,2024-03-14T09:18:08.059427
R00931,T00382,M0009,PURCHASED_AT,2024-03-14T09:18:08.059427
R00932,T00383,A0073,INITIATED_BY,2024-03-26T07:49:12.173340
R00933,T00383,M0003,PURCHASED_AT,2024-03-26T07:49:12.173340
R00934,T00384,A0106,INITIATED_BY,2024-05-18T21:58:37.377612
R00935,T00384,M0020,PURCHASED_AT,2024-05-18T21:58:37.377612
R00936,T00385,A0068,INITIATED_BY,2024-03-23T01:52:27.517759
R00937,T00385,M0006,PURCHASED_AT,2024-03-23T01:52:27.517759
R00938,T00386,A0097,INITIATED_BY,2024-05-03T20:53:37.891420
R00939,T00386,M0013,PURCHASED_AT,2024-05-03T20:53:37.891420
R00940,T00387,A0046,INITIATED_BY,2024-06-07T20:57:26.850080
R00941,T00387,M0016,PURCHASED_AT,2024-06-07T20:57:26.850080
R00942,T00388,A0031,INITIATED_BY,2024-04-19T05:29:37.979457
R00943,T00388,M0003,PURCHASED_AT,2024-04-19T05:29:37.979457
R00944,T00389,A0111,INITIATED_BY,2024-05-06T06:33:37.275172
R00945,T00389,M0017,PURCHASED_AT,2024-05-06T06:33:37.275172
R00946,T00390,A0124,INITIATED_BY,2024-05-25T15:16:25.654645
R00947,T00390,M0026,PURCHASED_AT,2024-05-25T15:16:25.654645
R00948,T00391,A0035,INITIATED_BY,2024-06-04T11:43:38.302598
R00949,T00391,M0009,PURCHASED_AT,2024-06-04T11:43:38.302598
R00950,T00392,A0140,INITIATED_BY,2024-03-08T21:07:47.302055
R00951,T00392,M0014,PURCHASED_AT,2024-03-08T21:07:47.302055
R00952,T00393,A0081,INITIATED_BY,2024-04-27T22:26:45.098431
R00953,T00393,M0014,PURCHASED_AT,2024-04-27T22:26:45.098431
R00954,T00394,A0138,INITIATED_BY,2024-06-28T12:22:24.386151
R00955,T00394,M0014,PURCHASED_AT,2024-06-28T12:22:24.386151
R00956,T00395,A0106,INITIATED_BY,2024-03-08T00:12:18.492520
R00957,T00395,M0018,PURCHASED_AT,2024-03-08T00:12:18.492520
R00958,T00396,A0079,INITIATED_BY,2024-05-13T04:14:19.962767
R00959,T00396,M0019,PURCHASED_AT,2024-05-13T04:14:19.962767
R00960,T00397,A0115,INITIATED_BY,2024-02-08T19:36:22.200629
R00961,T00397,M0026,PURCHASED_AT,2024-02-08T19:36:22.200629
R00962,T00398,A0141,INITIATED_BY,2024-01-30T02:14:45.282029
R00963,T00398,M0020,PURCHASED_AT,2024-01-30T02:14:45.282029
R00964,T00399,A0038,INITIATED_BY,2024-01-12T14:21:55.808886
R00965,T00399,M0016,PURCHASED_AT,2024-01-12T14:21:55.808886
R00966,T00400,A0010,INITIATED_BY,2024-05-08T19:12:56.638598
R00967,T00400,M0024,PURCHASED_AT,2024-05-08T19:12:56.638598
R00968,T00401,A0045,INITIATED_BY,2024-06-02T22:51:56.923790
R00969,T00401,M0021,PURCHASED_AT,2024-06-02T22:51:56.923790
R00970,T00402,A0009,INITIATED_BY,2024-02-11T22:22:43.341318
R00971,T00402,M0026,PURCHASED_AT,2024-02-11T22:22:43.341318
R00972,T00403,A0093,INITIATED_BY,2024-03-13T07:08:23.817075
R00973,T00403,M0008,PURCHASED_AT,2024-03-13T07:08:23.817075
R00974,T00404,A0052,INITIATED_BY,2024-05-11T10:20:47.597887
R00975,T00404,M0017,PURCHASED_AT,2024-05-11T10:20:47.597887
R00976,T00405,A0090,INITIATED_BY,2024-04-19T18:02:33.519546
R00977,T00405,M0012,PURCHASED_AT,2024-04-19T18:02:33.519546
R00978,T00406,A0104,INITIATED_BY,2024-04-01T01:46:00.689545
R00979,T00406,M0019,PURCHASED_AT,2024-04-01T01:46:00.689545
R00980,T00407,A0132,INITIATED_BY,2024-06-23T20:32:41.637373
R00981,T00407,M0009,PURCHASED_AT,2024-06-23T20:32:41.637373
R00982,T00408,A0063,INITIATED_BY,2024-05-03T08:50:50.138176
R00983,T00408,M0025,PURCHASED_AT,2024-05-03T08:50:50.138176
R00984,T00409,A0124,INITIATED_BY,2024-05-22T17:55:18.281761
R00985,T00409,M0004,PURCHASED_AT,2024-05-22T17:55:18.281761
R00986,T00410,A0059,INITIATED_BY,2024-05-30T14:58:37.499327
R00987,T00410,M0026,PURCHASED_AT,2024-05-30T14:58:37.499327
R00988,T00411,A0103,INITIATED_BY,2024-04-10T08:58:18.240798
R00989,T00411,M0022,PURCHASED_AT,2024-04-10T08:58:18.240798
R00990,T00412,A0091,INITIATED_BY,2024-06-20T10:16:51.836778
R00991,T00412,M0007,PURCHASED_AT,2024-06-20T10:16:51.836778
R00992,T00413,A0052,INITIATED_BY,2024-02-15T04:40:37.074236
R00993,T00413,M0008,PURCHASED_AT,2024-02-15T04:40:37.074236
R00994,T00414,A0028,INITIATED_BY,2024-05-18T07:52:36.694879
R00995,T00414,M0004,PURCHASED_AT,2024-05-18T07:52:36.694879
R00996,T00415,A0124,INITIATED_BY,2024-06-27T08:24:34.612507
R00997,T00415,M0012,PURCHASED_AT,2024-06-27T08:24:34.612507
R00998,T00416,A0126,INITIATED_BY,2024-04-14T09:02:00.850175
R00999,T00416,M0006,PURCHASED_AT,2024-04-14T09:02:00.850175
R01000,T00417,A0109,INITIATED_BY,2024-05-20T10:31:36.548349
R01001,T00417,M0016,PURCHASED_AT,2024-05-20T10:31:36.548349
R01002,T00418,A0133,INITIATED_BY,2024-01-19T05:38:54.804306
R01003,T00418,M0015,PURCHASED_AT,2024-01-19T05:38:54.804306
R01004,T00419,A0067,INITIATED_BY,2024-03-26T07:31:27.351926
R01005,T00419,M0006,PURCHASED_AT,2024-03-26T07:31:27.351926
R01006,T00420,A0048,INITIATED_BY,2024-05-16T03:32:18.226067
R01007,T00420,M0016,PURCHASED_AT,2024-05-16T03:32:18.226067
R01008,T00421,A0072,INITIATED_BY,2024-04-14T05:40:40.856446
R01009,T00421,M0015,PURCHASED_AT,2024-04-14T05:40:40.856446
R01010,T00422,A0070,INITIATED_BY,2024-03-09T22:33:26.684689
R01011,T00422,M0026,PURCHASED_AT,2024-03-09T22:33:26.684689
R01012,T00423,A0039,INITIATED_BY,2024-03-31T10:15:10.643868
R01013,T00423,M0016,PURCHASED_AT,2024-03-31T10:15:10.643868
R01014,T00424,A0081,INITIATED_BY,2024-06-04T09:19:57.402334
R01015,T00424,M0026,PURCHASED_AT,2024-06-04T09:19:57.402334
R01016,T00425,A0042,INITIATED_BY,2024-05-31T20:29:35.173047
R01017,T00425,M0002,PURCHASED_AT,2024-05-31T20:29:35.173047
R01018,T00426,A0086,INITIATED_BY,2024-06-17T15:55:58.213843
R01019,T00426,M0009,PURCHASED_AT,2024-06-17T15:55:58.213843
R01020,T00427,A0106,INITIATED_BY,2024-04-19T14:37:20.224965
R01021,T00427,M0004,PURCHASED_AT,2024-04-19T14:37:20.224965
R01022,T00428,A0138,INITIATED_BY,2024-02-28T20:11:31.939232
R01023,T00428,M0006,PURCHASED_AT,2024-02-28T20:11:31.939232
R01024,T00429,A0115,INITIATED_BY,2024-03-24T22:32:20.539388
R01025,T00429,M0029,PURCHASED_AT,2024-03-24T22:32:20.539388
R01026,T00430,A0087,INITIATED_BY,2024-06-02T15:37:29.831888
R01027,T00430,M0014,PURCHASED_AT,2024-06-02T15:37:29.831888
R01028,T00431,A0088,INITIATED_BY,2024-05-08T14:07:23.013647
R01029,T00431,M0008,PURCHASED_AT,2024-05-08T14:07:23.013647
R01030,T00432,A0070,INITIATED_BY,2024-03-06T17:35:17.037772
R01031,T00432,M0029,PURCHASED_AT,2024-03-06T17:35:17.037772
R01032,T00433,A0116,INITIATED_BY,2024-02-15T13:09:16.601212
R01033,T00433,M0014,PURCHASED_AT,2024-02-15T13:09:16.601212
R01034,T00434,A0102,INITIATED_BY,2024-05-19T12:56:09.660811
R01035,T00434,M0004,PURCHASED_AT,2024-05-19T12:56:09.660811
R01036,T00435,A0022,INITIATED_BY,2024-04-28T12:35:35.313217
R01037,T00435,M0004,PURCHASED_AT,2024-04-28T12:35:35.313217
R01038,T00436,A0064,INITIATED_BY,2024-01-24T18:16:03.966827
R01039,T00436,M0024,PURCHASED_AT,2024-01-24T18:16:03.966827
R01040,T00437,A0092,INITIATED_BY,2024-06-18T05:01:16.648719
R01041,T00437,M0028,PURCHASED_AT,2024-06-18T05:01:16.648719
R01042,T00438,A0139,INITIATED_BY,2024-05-15T13:16:19.190025
R01043,T00438,M0006,PURCHASED_AT,2024-05-15T13:16:19.190025
R01044,T00439,A0137,INITIATED_BY,2024-02-11T02:38:45.468769
R01045,T00439,M0010,PURCHASED_AT,2024-02-11T02:38:45.468769
R01046,T00440,A0094,INITIATED_BY,2024-01-01T00:24:04.149862
R01047,T00440,M0014,PURCHASED_AT,2024-01-01T00:24:04.149862
R01048,T00441,A0121,INITIATED_BY,2024-01-02T15:40:19.245215
R01049,T00441,M0018,PURCHASED_AT,2024-01-02T15:40:19.245215
R01050,T00442,A0060,INITIATED_BY,2024-03-15T12:34:50.214804
R01051,T00442,M0026,PURCHASED_AT,2024-03-15T12:34:50.214804
R01052,T00443,A0064,INITIATED_BY,2024-05-29T22:41:10.539261
R01053,T00443,M0006,PURCHASED_AT,2024-05-29T22:41:10.539261
R01054,T00444,A0109,INITIATED_BY,2024-06-13T16:50:30.942745
R01055,T00444,M0021,PURCHASED_AT,2024-06-13T16:50:30.942745
R01056,T00445,A0137,INITIATED_BY,2024-01-13T09:24:26.678033
R01057,T00445,M0026,PURCHASED_AT,2024-01-13T09:24:26.678033
R01058,T00446,A0117,INITIATED_BY,2024-03-30T01:13:50.465763
R01059,T00446,M0020,PURCHASED_AT,2024-03-30T01:13:50.465763
R01060,T00447,A0013,INITIATED_BY,2024-03-20T08:28:54.711775
R01061,T00447,M0018,PURCHASED_AT,2024-03-20T08:28:54.711775
R01062,T00448,A0039,INITIATED_BY,2024-02-26T09:29:20.833879
R01063,T00448,M0001,PURCHASED_AT,2024-02-26T09:29:20.833879
R01064,T00449,A0119,INITIATED_BY,2024-06-01T16:21:54.446474
R01065,T00449,M0023,PURCHASED_AT,2024-06-01T16:21:54.446474
R01066,T00450,A0101,INITIATED_BY,2024-06-11T02:54:58.902502
R01067,T00450,M0003,PURCHASED_AT,2024-06-11T02:54:58.902502
R01068,T00451,A0004,INITIATED_BY,2024-01-18T00:09:48.817616
R01069,T00451,M0004,PURCHASED_AT,2024-01-18T00:09:48.817616
R01070,T00452,A0080,INITIATED_BY,2024-01-08T15:15:20.222437
R01071,T00452,M0030,PURCHASED_AT,2024-01-08T15:15:20.222437
R01072,T00453,A0065,INITIATED_BY,2024-06-09T15:23:06.137999
R01073,T00453,M0016,PURCHASED_AT,2024-06-09T15:23:06.137999
R01074,T00454,A0061,INITIATED_BY,2024-05-23T18:49:54.789774
R01075,T00454,M0021,PURCHASED_AT,2024-05-23T18:49:54.789774
R01076,T00455,A0063,INITIATED_BY,2024-01-29T01:17:05.992513
R01077,T00455,M0001,PURCHASED_AT,2024-01-29T01:17:05.992513
R01078,T00456,A0128,INITIATED_BY,2024-06-24T12:10:01.246839
R01079,T00456,M0003,PURCHASED_AT,2024-06-24T12:10:01.246839
R01080,T00457,A0040,INITIATED_BY,2024-03-29T07:11:22.124664
R01081,T00457,M0023,PURCHASED_AT,2024-03-29T07:11:22.124664
R01082,T00458,A0089,INITIATED_BY,2024-05-11T02:47:23.790470
R01083,T00458,M0026,PURCHASED_AT,2024-05-11T02:47:23.790470
R01084,T00459,A0125,INITIATED_BY,2024-05-06T03:55:55.540492
R01085,T00459,M0023,PURCHASED_AT,2024-05-06T03:55:55.540492
R01086,T00460,A0140,INITIATED_BY,2024-06-06T01:07:22.917986
R01087,T00460,M0012,PURCHASED_AT,2024-06-06T01:07:22.917986
R01088,T00461,A0142,INITIATED_BY,2024-03-07T10:44:15.357220
R01089,T00461,M0006,PURCHASED_AT,2024-03-07T10:44:15.357220
R01090,T00462,A0130,INITIATED_BY,2024-04-22T06:08:13.656849
R01091,T00462,M0013,PURCHASED_AT,2024-04-22T06:08:13.656849
R01092,T00463,A0138,INITIATED_BY,2024-03-31T01:21:12.777012
R01093,T00463,M0027,PURCHASED_AT,2024-03-31T01:21:12.777012
R01094,T00464,A0073,INITIATED_BY,2024-01-18T10:08:14.478986
R01095,T00464,M0011,PURCHASED_AT,2024-01-18T10:08:14.478986
R01096,T00465,A0034,INITIATED_BY,2024-03-28T20:26:54.699922
R01097,T00465,M0006,PURCHASED_AT,2024-03-28T20:26:54.699922
R01098,T00466,A0100,INITIATED_BY,2024-04-16T20:16:01.783499
R01099,T00466,M0022,PURCHASED_AT,2024-04-16T20:16:01.783499
R01100,T00467,A0019,INITIATED_BY,2024-03-29T22:39:55.793536
R01101,T00467,M0001,PURCHASED_AT,2024-03-29T22:39:55.793536
R01102,T00468,A0016,INITIATED_BY,2024-03-16T06:54:02.565256
R01103,T00468,M0012,PURCHASED_AT,2024-03-16T06:54:02.565256
R01104,T00469,A0015,INITIATED_BY,2024-05-12T21:48:02.409787
R01105,T00469,M0027,PURCHASED_AT,2024-05-12T21:48:02.409787
R01106,T00470,A0056,INITIATED_BY,2024-04-05T05:46:41.313619
R01107,T00470,M0017,PURCHASED_AT,2024-04-05T05:46:41.313619
R01108,T00471,A0046,INITIATED_BY,2024-01-20T02:21:12.982212
R01109,T00471,M0018,PURCHASED_AT,2024-01-20T02:21:12.982212
R01110,T00472,A0118,INITIATED_BY,2024-01-31T04:37:10.852741
R01111,T00472,M0023,PURCHASED_AT,2024-01-31T04:37:10.852741
R01112,T00473,A0130,INITIATED_BY,2024-04-18T14:02:02.171950
R01113,T00473,M0011,PURCHASED_AT,2024-04-18T14:02:02.171950
R01114,T00474,A0141,INITIATED_BY,2024-04-24T14:47:53.273666
R01115,T00474,M0011,PURCHASED_AT,2024-04-24T14:47:53.273666
R01116,T00475,A0145,INITIATED_BY,2024-06-16T15:10:56.034273
R01117,T00475,M0018,PURCHASED_AT,2024-06-16T15:10:56.034273
R01118,T00476,A0116,INITIATED_BY,2024-01-03T22:49:04.201197
R01119,T00476,M0015,PURCHASED_AT,2024-01-03T22:49:04.201197
R01120,T00477,A0078,INITIATED_BY,2024-06-03T21:14:58.302268
R01121,T00477,M0001,PURCHASED_AT,2024-06-03T21:14:58.302268
R01122,T00478,A0071,INITIATED_BY,2024-06-16T14:12:25.645391
R01123,T00478,M0030,PURCHASED_AT,2024-06-16T14:12:25.645391
R01124,T00479,A0118,INITIATED_BY,2024-06-10T00:31:57.112350
R01125,T00479,M0012,PURCHASED_AT,2024-06-10T00:31:57.112350
R01126,T00480,A0077,INITIATED_BY,2024-02-09T08:32:51.163067
R01127,T00480,M0003,PURCHASED_AT,2024-02-09T08:32:51.163067
R01128,T00481,A0124,INITIATED_BY,2024-05-07T05:10:16.518809
R01129,T00481,M0006,PURCHASED_AT,2024-05-07T05:10:16.518809
R01130,T00482,A0077,INITIATED_BY,2024-01-15T04:54:20.908400
R01131,T00482,M0002,PURCHASED_AT,2024-01-15T04:54:20.908400
R01132,T00483,A0086,INITIATED_BY,2024-06-17T08:59:20.359146
R01133,T00483,M0012,PURCHASED_AT,2024-06-17T08:59:20.359146
R01134,T00484,A0059,INITIATED_BY,2024-01-03T01:40:15.423246
R01135,T00484,M0024,PURCHASED_AT,2024-01-03T01:40:15.423246
R01136,T00485,A0135,INITIATED_BY,2024-02-29T03:45:23.725921
R01137,T00485,M0002,PURCHASED_AT,2024-02-29T03:45:23.725921
R01138,T00486,A0101,INITIATED_BY,2024-01-17T07:19:13.245076
R01139,T00486,M0015,PURCHASED_AT,2024-01-17T07:19:13.245076
R01140,T00487,A0101,INITIATED_BY,2024-03-13T06:05:13.218835
R01141,T00487,M0005,PURCHASED_AT,2024-03-13T06:05:13.218835
R01142,T00488,A0112,INITIATED_BY,2024-03-28T01:07:38.454902
R01143,T00488,M0025,PURCHASED_AT,2024-03-28T01:07:38.454902
R01144,T00489,A0147,INITIATED_BY,2024-02-18T04:37:14.887101
R01145,T00489,M0007,PURCHASED_AT,2024-02-18T04:37:14.887101
